Title_Author,ISBN
"('Light My Fire: My Life With the Doors', 'Ray Manzarek')",0399143998
"('Light Source', 'Bari Wood')",0451136470
"('Light Thickens', 'Ngaio Marsh')",0515073598
"('Light a Penny Candle', 'Maeve Binchy')",0440147956
"('Light in My Darkness', 'Helen Keller')",0877853983
"('Light in Shadow', 'Jayne Ann Krentz')",0515136182
"('Light in the Forest', 'Coward Richter')",0553268783
"('Lighthouse', 'Eugenia Price')",0553269100
"('Lightkeeper', 'Susan Wiggs')",1551668807
"('Lightning', 'DANIELLE STEEL')",0440221501
"('Lightning', 'Dean R. Koontz')",0425115801
"('Lightning Song', 'Lewis Nordan')",1565122208
"('Lights Out', 'Peter Abrahams')",0446401579
"('Lightsabers (Star Wars: Young Jedi Knights, Book 4)', 'Kevin J. Anderson')",157297091X
"('Like Being Killed', 'Ellen Miller')",0452279291
"('Like Gold Refined (Prairie Legacy, 4)', 'Janette Oke')",0764221620
"('Like Life: Stories', 'Lorrie Moore')",0394581016
"('Like People in History', 'Felice Picano')",0670860476
"('Like a Hole in the Head', 'Jen Banbury')",0316171107
"('Like a Lamb to Slaughter', 'Lawrence Block')",0380788063
"('Lila: An Inquiry Into Morals', 'Robert M. Pirsig')",0553299611
"(""Lilith's Dream : A Tale of the Vampire Life"", 'Whitley Strieber')",074345152X
"('Lily', 'Patricia Gaffney')",0843947721
"('Lily White', 'Susan Isaacs')",0061093092
"('Lincoln', 'Gore Vidal')",034531221X
"(""Linda Goodman's Star Signs"", 'Linda Goodman')",0312951914
"(""Linda Goodman's Sun Signs"", 'Linda Goodman')",0553278827
"('Linda Howard Collection #1: Midnight Rainbow (Linda Howard Collection, Vol 1)', 'Linda Howard')",037348240x
"('Lindbergh', 'A. Scott Berg')",0399144498
"('Line of Sight', 'Jack Kelly')",0786866144
"('Line of Vision', 'David Ellis')",0425183769
"('Lines and Shadows', 'Joseph Wambaugh')",0553246070
"('Lingering Shadows', 'Penny Jordan')",0373971222
"('Lingo', 'Jim Menick')",0881848123
"('Linnets and Valerians', 'Elizabeth Goudge')",0142300268
"('Lion in the Valley', 'Elizabeth Peters')",0380731193
"('Lion of Ireland', 'Morgan Llywelyn')",0425074781
"('Lion of Ireland (Celtic World of Morgan Llywelyn)', 'Morgan Llywelyn')",0812553993
"(""Lion's Run"", 'Craig Thomas')",0553258249
"('Lip Service', 'M.J. Rose')",0671041312
"('Lipshtick', 'Gwen Macsai')",0060191015
"('Lipstick on His Collar', 'Elizabeth Villars')",0446360902
"('Lirael: Daughter of the Clayr', 'Garth Nix')",0060005424
"('Lisa, Bright and Dark', 'John Neufeld')",0451166841
"('Listen for the Whisperer', 'Phyllis A. Whitney')",0449214788
"('Listen to Your Heart', 'Fern Michaels')",1575665727
"('Listening With My Heart', 'Heather Whitestone')",0385486758
"('Listening to Prozac', 'Peter D. Kramer')",0140159401
"('Literary Theory: An Introduction', 'Terry Eagleton')",0816612412
"('Literature: An Introduction to Reading and Writing', 'Edgar V. Roberts')",0135356830
"('Literature: Reading Fiction, Poetry, Drama, and the Essay', 'Robert Diyanni')",0075571129
"('Little Altars Everywhere', 'Rebecca Wells')",0060517794
"(""Little Bear's Visit (I Can Read Book 1)"", 'Else Holmelund Minarik')",0064440230
"('Little Beaver and the Echo', 'Amy MacDonald')",0613117905
"('Little Birds', 'Anais Nin')",0553232649
"('Little Deaths', 'Ellen Datlow')",0440218527
"('Little Dorrit (Penguin Classics)', 'Charles Dickens')",0140430253
"('Little Drummer Girl', 'John Le Carre')",0553246461
"('Little Drummer Girl', 'John Lecarre')",0553239813
"('Little Fuzzy', 'H. Beam Piper')",0441484980
"('Little Girls in Pretty Boxes: The Making and Breaking of Elite Gymnasts and Figure Skaters', 'Joan Ryan')",0446672505
"('Little Golden Picture Dictionary (Little Golden Book)', 'Marie De John')",030702055X
"('Little Green Men', 'Christopher Buckley')",0679452931
"('Little Heroes', 'Norman Spinrad')",0586203621
"('Little House in Brookfield (Little House)', 'Maria D. Wilkes')",0064406105
"('Little House in the Big Woods', 'Laura Ingalls Wilder')",0064400018
"('Little House in the Big Woods (Little House)', 'Laura Ingalls Wilder')",0060264306
"('Little House on Rocky Ridge (Little House)', 'Roger Lea MacBride')",0060208430
"('Little House on the Freeway', 'Tim Kimmel')",0880702052
"('Little House on the Prairie', 'Laura Ingalls Wilder')",0064400026
"('Little House on the Prairie (Little House)', 'Laura Ingalls Wilder')",0060264454
"(""Little League Confidential: One Coach's Completely Unauthorized Tale of Survival"", 'Bill Geist')",0440215064
"('Little Men', 'Louisa May Alcott')",0451522753
"('Little Novels of Sicily', 'GIOVANNI VERGA')",188364254x
"('Little People', 'Tom Holt')",1841491853
"('Little Princess', 'Frances Hodgson Burnett')",0893755001
"('Little Red Riding Hood', 'Brothers Grimm')",0590418815
"('Little Saigon', 'T. Jefferson Parker')",0312915934
"('Little Town at the Crossroads (Little House)', 'Maria D. Wilkes')",0064406512
"('Little Visits With God', 'Allan Hart Jahsmann')",0570030323
"('Little Women', 'Louisa May Alcott')",0590203509
"('Little Women (Puffin Classics)', 'Louisa M. Alcott')",014035008X
"('Little Women : From the Original Publisher', 'Louisa May Alcott')",0316031054
"(""Little's Give a Party"", 'John Peterson')",0590401386
"('Little, Big', 'John Crowley')",0553265865
"('Live Your Dreams', 'Les Brown')",0380723743
"(""Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)"", 'H. Jackson Brown')",1558531564
"('Live from Death Row', 'Mumia Abu-Jamal')",0380727668
"('Livealbum.', 'Benjamin von Stuckrad-Barre')",344245204X
"('Lives of Girls and Women', 'Alice Munro')",0452261848
"('Lives of the Monster Dogs', 'Kirsten Bakis')",0446674168
"('Lives of the Saints', 'Nino Ricci')",0749391723
"('Lives on fire', 'Rosie Scott')",0702225711
"('Living Alone and Liking It', 'Lynn Shahan')",0446302376
"('Living Buddha, Living Christ', 'Thich Nhat Hanh')",1573220183
"('Living Faith', 'Jimmy Carter')",0812927362
"('Living History', 'Hillary Rodham Clinton')",0743222245
"('Living Magically: A New Vision of Reality', 'Gill Edwards')",0749910747
"('Living Out Loud', 'Anna Quindlen')",0804105278
"('Living Single', 'Holly Chamberlin')",0758201435
"('Living With the Dead: Twenty Years on the Bus With Garcia and the Grateful Dead', 'Rock Scully')",0316777129
"('Living in Little Rock With Miss Little Rock: A Novel', 'Jack Butler')",0140237135
"('Living in Love', 'Alexandra Stoddard')",0688143385
"('Living in the Light: A Guide to Personal and Planetary Transformation', 'Shakti Gawain')",0931432146
"('Living on the Wind: Across the Hemisphere With Migratory Birds', 'Scott Weidensaul')",0865475431
"('Living the Good Life: Your Guide to Health and Success', 'David Patchell-Evans')",0773761551
"('Liza: Born a Star : A Biography', 'Wendy Leigh')",0451404068
"('Lizard', 'Banana Yoshimoto')",0671532766
"('Lizzie', 'Frank Spiering')",0523425570
"('Lizzie Borden', 'Elizabeth Engstrom')",0312861540
"(""Lo's Diary"", 'Pia Pera')",0964374021
"('Local Girls', 'Alice Hoffman')",0425174344
"('Loch', 'Paul Zindel')",0786811161
"('Locked in the Cabinet', 'Robert B. Reich')",0375700617
"('Loitering With Intent: The Child', ""Peter O'Toole"")",0786881968
"('Lolita', 'Vladimir Nabokov')",0141182539
"('Lolita', 'Vladimir Vladimirovich Nabokov')",2070412083
"('London : The Novel', 'EDWARD RUTHERFURD')",0449002632
"('London Holiday', 'Richard Peck')",0140278575
"('Lone Eagle', 'Danielle Steel')",0440236665
"('Lone Star Justice: The First Century of the Texas Rangers', 'Robert M. Utley')",0425190129
"('Lone Traveller: One Woman, Two Wheels and the World', 'Anne Mustoe')",075350426X
"('Lonely Planet Italy (Lonely Planet Italy)', 'Damien Simonis')",1864503521
"('Lonely Planet Italy (Lonely Planet Italy)', 'Helen Gillman')",0864423225
"('Lonely Planet Laos (Lonely Planet Laos)', 'Joe Cummings')",1864503734
"('Lonely Planet Taiwan (Lonely Planet Taiwan)', 'Robert Storey')",0864426348
"('Lonely Planet Unpacked', 'Tony Wheeler')",186450062X
"('Lonesome Dove', 'Larry McMurtry')",067168390X
"('Lonesome Road', 'Patricia Wentworth')",0446314668
"('Long Distance Life', 'Marita Golden')",0345376161
"('Long Distances', 'Fabienne Marsh')",0671674005
"('Long Live the Queen', 'Ellen Emerson White')",0590408518
"('Long Lost', 'David Morrell')",0446611948
"('Long Quiet Highway: Waking Up in America', 'Natalie Goldberg')",0553072455
"('Long Time Gone: The Autobiography of David Crosby', 'David Crosby')",0385245300
"('Long Time No See', 'Susan Isaacs')",0061030430
"('Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time', 'Dava Sobel')",0140258795
"('Longitudes and Attitudes: Exploring the World After September 11', 'Thomas L. Friedman')",0374190666
"('Longshot', 'Dick Francis')",0449219550
"('Look Homeward: A Life of Thomas Wolfe', 'David Herbert Donald')",0674008693
"('Look at Me', 'Anita Brookner')",0525481567
"('Look to Windward', 'Iain M. Banks')",0743421922
"('Looking Around: A Journey Through Architecture', 'Witold Rybczynski')",0140168893
"('Looking Awry: An Introduction to Jacques Lacan through Popular Culture (October Books)', 'Slavoj Zizek')",0262240319
"('Looking Back', 'Belva Plain')",0440235774
"('Looking Backward', 'Edward Bellamy')",0451518861
"('Looking Glass Years', 'Jill Gregory')",0515099309
"('Looking at the Moon', 'Kit Pearson')",0140348522
"('Looking for Alaska', 'Peter Jenkins')",0312261780
"('Looking for Alibrandi', 'Melina Marchetta')",0531301427
"('Looking for Spinoza: Joy, Sorrow, and the Feeling Brain', 'Antonio Damasio')",0151005575
"('Looking for a Miracle: Weeping Icons, Relics, Stigmata, Visions &amp; Healing Cures', 'Joe Nickell')",1573926809
"('Looking for a Ship', 'John McPhee')",0374523193
"('Looking for the Mahdi', 'N. Lee Wood')",0441004504
"('Loon Lake', 'E. L. Doctorow')",0553200275
"('Loose Lips', 'Rita Mae Brown')",0553380672
"('Loot', 'Aaron Elkins')",0380731622
"('Lord Brocktree (Redwall, Book 13)', 'Brian Jacques')",0441008720
"('Lord Jim', 'Joseph Conrad')",0451511956
"('Lord Jim (Signet Classics (Paperback))', 'Joseph Conrad')",0451522346
"('Lord Savage', 'Debra Dier')",0843941197
"('Lord of Darkness', 'Robert Silverberg')",0553243624
"('Lord of Light', 'Roger Zelazny')",0380014033
"('Lord of My Heart', 'Jo Beverley')",0451206428
"('Lord of the Far Island', 'Victoria Holt')",0449211835
"('Lord of the Flies', 'William Golding')",1573226122
"('Lord of the Horizon', 'Joan Grant')",0898041473
"('Lord of the Isles (Lord of the Isles)', 'David Drake')",0812522400
"('Lord of the Plains', 'Alfred Silver')",0345356004
"('Lord of the Silent', 'Elizabeth Peters')",0380978849
"('Lord of the Vampires: The Diaries of the Family Dracul (Diaries of the Family Darcul)', 'Jeanne Kalogridis')",044022442X
"('Lords of the Air', 'Graham Masterton')",0312045727
"('Lords of the Night', 'Janice Bennett')",0758200498
"('Los Alamos: A Novel', 'Joseph Kanon')",0440224071
"('Los Angeles Without a Map', 'Richard Rayner')",0395838096
"('Los Mares Del Sur', 'Manuel Vazquez Montalban')",8432069175
"('Los Pilares de La Tierra', 'Ken Follett')",8401499585
"('Los Pilares de la Tierra', 'Ken Follett')",840149950X
"('Los Santos Inocentes', 'Miguel Delibes')",8408020471
"('Los hechos del Rey Arturo y sus nobles caballeros', 'John Steinbeck')",950071745X
"('Loser', 'Jerry Spinelli')",0060001933
"('Losers, Inc.', 'Claudia Mills')",0786812745
"('Losing Eddie', 'Deborah Joy Corey')",1565120914
"('Losing Julia', 'Jonathan Hull')",0440234859
"('Losing Matt Shepard', 'Beth Loffreda')",0231118597
"(""Losing My Mind : An Intimate Look at Life with Alzheimer's"", 'Thomas DeBaggio')",0743205650
"('Losing My Virginity: The Autobiography', 'Richard Branson')",0753503921
"('Lost', 'Gary Devon')",0394538366
"('Lost', 'Lucy Wadham')",0571205518
"('Lost At Sea (SVH #56)', 'Francine Pascal')",055327970X
"('Lost Boys', 'Orson Scott Card')",0061091316
"('Lost Girls', 'Andrew Pyper')",0440235464
"('Lost Horizon', 'James Hilton')",0671664271
"('Lost Innocents', 'Patricia MacDonald')",0446607592
"('Lost Island', 'Phyllis A. Whitney')",0449210995
"('Lost Laughter', 'Barbara Cartland')",0553139851
"('Lost Laysen', 'Margaret Mitchell')",0752808788
"('Lost Light', 'Michael Connelly')",0446611638
"('Lost Love Found', 'Bertrice Small')",0345374193
"('Lost Nation', 'Jeffrey Lent')",0871138433
"('Lost World', 'Michael Crichton')",0345405072
"('Lost and Found', 'Jayne Ann Krentz')",0515131741
"('Lost and Found', 'Jean Little')",0140319972
"('Lost and Found: Dogs, Cats, and Everyday Heroes at a Country Animal Shelter', 'Elizabeth Hess')",0151003378
"('Lost in Translation', 'Nicole Mones')",0385319444
"('Lost in the Cosmos: The Last Self-Help Book', 'Walker Percy')",0312253990
"('Louisa Elliott', 'Ann Victoria Roberts')",0380709910
"('Louise Brooks', 'Barry Paris')",0385415591
"('Louisiana Dawn', 'Jennifer Blake')",0449148203
"('Louisiana Power &amp; Light', 'John Dufresne')",0452275024
"('Love', 'Leo Buscaglia')",0449200248
"('Love', 'TONI MORRISON')",0375409440
"('Love Among the Ruins: A Novel', 'Robert Clark')",1400030307
"('Love Can Build a Bridge', 'Naomi Judd')",0449222748
"('Love Comes Softly (Love Comes Softly, Book 1)', 'Janette Oke')",0871233428
"(""Love Don't Live Here Anymore"", 'Denene Millner')",0525946411
"('Love For a Lifetime', 'Dr. James Dobson')",0880701749
"('Love Invents Us', 'Amy Bloom')",0375750223
"('Love Is A Choice Breaking The Cycle Of Addictive Relationships', 'Robert Hemfelt')",0785275304
"('Love Is a Racket', 'John Ridley')",0375401423
"('Love Lies Bleeding: A China Bayles Mystery', 'Susan Wittig Albert')",0425166112
"('Love Me to Death', 'Linda Wolfe')",0671517325
"('Love Medicine', 'Louise Erdrich')",0060975547
"('Love Play', 'Rosemary Rogers')",0380811901
"('Love Poems', 'Anne Sexton')",039595777X
"('Love Songs', 'Katherine Stone')",0821733621
"('Love Stories', 'Lynn Curtis')",0312957564
"('Love Story', 'Erich Segal')",0380017601
"('Love Takes Wing (Love Comes Softly, Book 7)', 'Janette Oke')",1556610351
"('Love Tangle', 'Karla Hocker')",0821723324
"('Love Warps the Mind a Little', 'John Dufresne')",0393040135
"('Love You Forever', 'Robert Munsch')",0920668364
"('Love and Anger: The Parental Dilemma', 'Nancy Samalin')",0140129928
"('Love and Duty', 'Judith Henry Wall')",0804105235
"('Love and Glory', 'Robert B. Parker')",0440146291
"('Love and Marriage', 'Bill Cosby')",0553284673
"('Love and Money', 'Ruth Harris')",0449215180
"('Love and War', 'John Jakes')",0440150167
"('Love by the Glass: Tasting Notes from a Marriage', 'Dorothy J. Gaiter')",0375505601
"('Love in Another Town', 'Barbara Taylor Bradford')",0060176806
"('Love in Black and White: The Triumph of Love over Prejudice and Taboo', 'Mark Mathabane')",0060923717
"('Love in a Dead Language: A Romance', 'Lee Siegel')",0226756971
"('Love in the Ruins', 'Walker Percy')",0312243111
"('Love in the Time of Cholera', 'GABRIEL GARCIA MARQUEZ')",0394561619
"('Love in the Time of Cholera', 'Gabriel Garcia Marquez')",014012389X
"('Love in the Time of Cholera (Penguin Great Books of the 20th Century)', 'Gabriel Garcia Marquez')",0140119906
"(""Love's Abiding Joy (Love Comes Softly, Book 4)"", 'Janette Oke')",0871234017
"(""Love's Charade"", 'Jane Feather')",0821752855
"(""Love's Enduring Promise (Love Comes Softly, Book 2)"", 'Janette Oke')",0871233452
"(""Love's Mansion"", 'Paul West')",0394587340
"(""Love's Perfect Dream"", 'Caroline Bourne')",0821741829
"(""Love's Silence"", 'Quentin Andrew Davis')",0759688672
"('Love, Alice: My Life As a Honeymooner', 'Audrey Meadows')",0517598817
"('Love, Cherish Me', 'Rebecca Brandewyne')",0505523027
"('Love, Greg &amp; Lauren', 'Greg Manning')",0553802976
"('Love, Lucy', 'Lucille Ball')",1572973234
"('Love, Remember Me', 'Bertrice Small')",0345409264
"('Love, etc.', 'Julian Barnes')",2070389359
"('Lovedeath', 'Dan Simmons')",0446600776
"('Lovelock (The Mayflower Trilogy, Book 1)', 'Orson Scott Card')",0812518055
"('Lovely in Her Bones', 'Sharyn McCrumb')",0345360354
"('Lovers', 'Judith Krantz')",0553561359
"('Lovers and Gamblers', 'Jackie Collins')",0446307823
"('Lovers and Liars', 'Sally Beauman')",044922368X
"('Lovers in Paradise', 'Barbara Cartland')",0727814931
"('Loves Music, Loves to Dance', 'Mary Higgins Clark')",0671758896
"('Lovesick', 'Angeles Mastretta')",1573226556
"('Lovestruck (Sweet Valley High, No 27)', 'Francine Pascal')",0553254715
"('Loving', 'Danielle Steel')",0440146577
"('Loving God', 'Charles Colson')",0913367494
"('Loving Someone Gay', 'Don Clark')",0451137426
"('Lovingkindness', 'Anne Roiphe')",0446673889
"('Luces De Bohemia (Nueva Austral, No 1)', 'Ramon Del Valle-Inclan')",8423918017
"(""Luciano's Luck"", 'Jack Higgins')",0440143217
"('Lucid Dreams in 30 Days: The Creative Sleep Program', 'Keith Harary')",0312199880
"('Lucid Stars', 'Andrea Barrett')",0385319436
"(""Lucifer's Hammer"", 'Larry Niven')",0449208133
"('Lucky', 'Alice Sebold')",0684857820
"('Lucky', 'Jackie Collins')",0671023489
"('Lucky Jim', 'Kingsley Amis')",0140016481
"('Lucky Starr and the Moons of Jupiter', 'Isaac Asimov')",0345316231
"('Lucky Stars', 'Jane Heller')",0312990065
"('Lucky You', 'Carl Hiaasen')",0446604658
"('Lucy Boomer', 'Russell Hill')",0345381637
"('Lucy Crocker 2.0 : A Novel', 'Caroline Preston')",0684854503
"('Lucy Sullivan Is Getting Married', 'Marian Keyes')",0380796104
"('Lucy Sullivan wird heiraten.', 'Marian Keyes')",3453160924
"(""Lucy's Child: The Discovery of a Human Ancestor"", 'Donald Johanson')",0380712342
"('Lullaby', 'Ed McBain')",038070384X
"('Luncheon at the Cafe Ridiculous', 'Alice Kahn')",0671691503
"('Lusitania', 'David Butler')",0345305140
"('Lusitania: An Epic Tragedy', 'Diana Preston')",0802713750
"('Lust Killer', 'Ann Rule')",0451154770
"('Lydia Cassatt Reading the Morning Paper: A Novel', 'Harriet Scott Chessman')",0452283507
"('Lydia: A Novel', 'Lois T. Henderson')",0915684322
"('Lying Awake', 'Mark Salzman')",0375706062
"('Lying in Wait: A J.P. Beaumont Mystery', 'J.A. Jance')",0380718413
"('Lying: A Metaphorical Memoir', 'Lauren Slater')",014200006X
"('Lying: Moral Choice in Public and Private Life', 'Sissela Bok')",0375705287
"('Lyle, Lyle, Crocodile', 'Bernard Waber')",039516995X
"(""Lyon's Pride (Rowan)"", 'Anne McCaffrey')",0441001416
"(""Lyra's Oxford"", 'PHILIP PULLMAN')",0375828192
"('Lyrec', 'Gregory Frost')",0441510124
"('Lythande', 'Marion Zimmer Bradley')",0886771544
"('Lytton Strachey: The New Biography', 'Michael Holroyd')",0374524653
"('LÃ?Â¤ngengrad.', 'Dava Sobel')",3442723183
"('LÃ?Â©viathan', 'Paul Auster')",2253139076
"('M.D.: Doctors Talk About Themselves', 'John Pekkanen')",0440500281
"('MACBETH', 'William Shakespeare')",0671509802
"(""MAMA'S BOY"", 'Daniel King')",0671744690
"('MAN KILLED DEER', 'Frank Waters')",0671555022
"('MARBLE HEART', 'Gretta Mulrooney')",000225929X
"('MARY REILLY', 'Valerie Martin')",0671507028
"('MATTER OF HONOR', 'Jeffrey Archer')",067164159X
"('MEDITERR CAPER', 'Clive Cussler')",0671632566
"('MICHELLE REMEMBERS', 'Michelle Smith')",0671423878
"(""MIDSUMMER NIGHT'S DREAM"", 'William Shakespeare')",0671722794
"('MIRROR CRACKD', 'Agatha Christie')",0671413570
"('MISS PYM DISPOSES', 'Josephine Tey')",0020545401
"('MONKEYS', 'Susan Minot')",0671703617
"('MONSIGNR QUIXOTE', 'Graham Greene')",0671474707
"('MOONFIRE', 'Jim Miller')",0671706365
"('MOSCOW RULES', 'Robert Moss')",0671558137
"('MOSES SUPPOSES', 'Ellen Currie')",0684804212
"('MOTE IN GODS EYE', 'Jerry pournel Larry niven')",0671801074
"('MOUNTAIN TIME : A Novel', 'Ivan Doig')",068483295X
"('MOVING ON', 'Larry McMurtry')",0671660152
"('MOVIOLA', 'Garson Kanin')",0671248227
"('MRS FRISBY AND THE RATS OF NIMH', ""Robert C. O'Brien"")",0689821719
"('MRS MCGINTYS DEAD', 'Agatha Christie')",0671834401
"('MURDER ORIENT EXPS', 'Agatha Christie')",067142212X
"('MURDER ROG ACKROYD', 'Agatha Christie')",0671445774
"('MURDER W MIRRORS', 'Agatha Christie')",0671602217
"('MY DATE WITH SATAN : Stories', 'Stacey Richter')",0684857022
"('MY ENEMY MY ALLY18', 'Diane Duane')",0671502859
"('MY SECRET GARDEN', 'Nancy Friday')",0671019872
"('MY STORY', 'Sarah Ferguson')",0684835819
"('MY SWEET AUDRINA', 'V. C. Andrews')",0671656570
"('MY SWEET AUDRINA', 'V.C. Andrews')",0671468200
"(""Mable Hoffman's Crockery Cookery"", 'Mable Hoffman')",1557882177
"(""Mable Hoffman's Mini deep-fry cookery"", 'Mable Hoffman')",0912656808
"('Macbeth', 'William Shakespeare')",0671722751
"('Machine Dreams', 'Jayne Anne Phillips')",0375705252
"('Machines That Kill', 'Fred Saberhagen')",0441513581
"(""Macpherson's Lament: An Elizabeth Macpherson Mystery"", 'Sharyn McCrumb')",0345384741
"('Macs for Teachers (For Dummies Series)', 'Michelle Robinette')",1568846010
"('Mad Cows', 'Kathy Lette')",0330334026
"('Madam, Will You Talk?', 'Mary Stewart')",0449215121
"('Madame Bovary', 'Gustave Flaubert')",0140449124
"('Madame Curie: A Biography', 'Eve Curie')",0306810387
"('Madame De Pompadour: Sex, Culture and Power', 'Margaret Crosland')",0750929561
"('Madame Mao.', 'Anchee Min')",3426624664
"('Made in America', 'Bill Bryson')",0380713810
"('Made in Japan: Akio Morita and Sony', 'Akio Morita')",0451151712
"('Madeline', 'Ludwig Bemelmans')",0670445800
"('Madonna', 'Andrew Morton')",0312287860
"('Madonna of the Seven Hills', 'Jean Plaidy')",0449230260
"('Madouc (Lyonesse Book 3)', 'Jack Vance')",0441505317
"('Maestro', 'John Gardner')",0446601683
"(""Maeve's Daughter"", 'Frances Paige')",0285628070
"('Mafia Dynasty: The Rise and Fall of the Gambino Crime Family', 'John H. Davis')",0061091847
"('Mafia Marriage: My Story', 'Rosalie Bonanno')",0380705362
"('Maggie Sweet', 'Judith Minthorn Stacy')",0060197285
"(""Maggie's American Dream: The Life and Times of a Black Family"", 'James P. Comer')",0453005888
"(""Maggy's Child"", 'Karen Robards')",0440208300
"('Magic Cottage', 'James Herbert')",033037625X
"('Magic Goes Away', 'Larry Niven')",0441515444
"('Magic Hour', 'Susan Isaacs')",0061099481
"('Magic Terror: Seven Tales', 'Peter Straub')",0449006883
"('Magic or Not?', 'Edward Eager')",0152020802
"('Magician', 'Raymond E. Feist')",0385175809
"('Magician', 'Sol Stein')",0962858706
"('Magnolia Creek', 'JILL MARIE LANDIS')",0345440420
"('Magritte', 'RenÃ© Magritte')",0714819654
"('Mahabharata', 'William Buck')",0520043936
"('Maia', 'Richard Adams')",0451140354
"('Maid of the Mist', 'Colin Bateman')",0006498035
"('Maiden Voyage', 'Cynthia Bass')",0553580639
"('Maiden Voyage', 'Tania Aebi')",0345368762
"('Mail', 'Mameve Medwed')",0446520888
"('Main', 'Trevanian')",0515088889
"('Main Street', 'Sinclair Lewis')",0451524616
"('Mairelon the Magician', 'Patricia C. Wrede')",0765342324
"('Majestic', 'Whitley Strieber')",0425122956
"('Majesty: Elizabeth II and the House of Windsor', 'Robert Lacey')",038001842X
"('Make No Bones', 'Aaron Elkins')",0446403083
"('Make Way for Ducklings (Picture Puffins)', 'Robert McCloskey')",0140501711
"('Make Way for Dumb Bunnies', 'Sue Denim')",0590582887
"('Makes Me Wanna Holler: A Young Black Man in America', 'Nathan McCall')",0679740708
"('Making Faces', 'Kevyn Aucoin')",0316286869
"('Making History', 'Carolyn See')",0395592216
"('Making Peace With Your Parents: The Key to Enriching Your Life and All Your Relationships', 'Harold Bloomfield')",0345309049
"('Making a Killing', 'Iain McDowall')",0312278489
"('Mal de amores', 'Angeles Mastretta')",8466300104
"('Malafrena', 'Ursula K. Le Guin')",0425046478
"('Malibu', 'Pat Booth')",0345352181
"('Malibu 90265', 'Linda Lane')",0821734881
"('Malina', 'Ingeborg Bachmann')",351837141X
"('Malka', 'Mirjam Pressler')",0330415506
"('Mallory and the Mystery Diary (Baby-Sitters Club, 29)', 'Ann M. Martin')",0590425005
"(""Mama Flora's Family"", 'Alex Haley')",044023543X
"('Mama Makes Up Her Mind: And Other Dangers of Southern Living', 'Bailey White')",0679751602
"('Mama Rocks the Empty Cradle', 'Nora Deloach')",0553577204
"('Mama, Do You Love Me?', 'Barbara M. Joosse')",087701759X
"('Mambo', 'Campbell Armstrong')",1561444669
"('Man Called Intrepid', 'William Stevenson')",0345310233
"('Man Eater', 'Ray Shannon')",0515136433
"('Man Walks Into a Room', 'NICOLE KRAUSS')",0385503997
"('Man and Wife', 'Andrew Klavan')",0765341379
"('Man in a High Castle', 'Philip K. Dick')",0425063216
"('Man of Two Worlds', 'Frank Herbert')",0441518575
"('Man of the Hour', 'Peter Blauner')",0316038172
"(""Man's Fate (La Condition Humaine)"", 'Andre Malraux')",0394704797
"(""Man's Search for Ultimate Meaning"", 'Viktor E. Frankl')",0738203548
"('Management: Quality and Competitiveness', 'John M. Ivancevich')",0256124531
"('Managing My Life: My Autobiography', 'Alex Ferguson')",0340728566
"('Managing Transitions: Making the Most of Change', 'William Bridges')",0201550733
"('Managing Your Menopause', 'Wulf H. Utian')",0671764268
"('Managing Your Mind: The Mental Fitness Guide', 'Gillian Butler')",0195103793
"('Manchild in the Promised Land', 'Claude Brown')",0684864185
"('Mandarin', 'Robert Elegant')",0671451758
"('Maneater', 'Gigi Levangie Grazer')",0743530292
"('Mangrove Squeeze', 'Laurence Shames')",0345433068
"('Manhattan', 'Neal Travis')",0517537788
"('Manhattan Nocturne', 'Colin Harrison')",0440224330
"('Manhattan Transfer', 'John E. Stith')",1587154870
"('Manhattan Transfer', 'John Roderigo Dos Passos')",8483062461
"('Manhattan, When I Was Young', 'Mary Cantwell')",0395744415
"('Maniac Magee', 'Jerry Spinelli')",0590452037
"('Manifesto of the Communist Party', 'Karl Marx')",0717802418
"('Manner of Death', 'Stephen White')",0451197038
"('Manon Lescaut', 'Abbe Prevost')",2253009849
"('Mansfield Park', 'Jane Austen')",2264024704
"(""Mansfield Park (Oxford World's Classics)"", 'Jane Austen')",0192833634
"('Mansfield Park (Penguin Classics)', 'Jane Austen')",0140430164
"('Mansfield Park.', 'Jane Austen')",3458332030
"('Mansions of Darkness: A Novel of Saint-Germain', 'Chelsea Quinn Yarbro')",0312857594
"(""Manta's Gift"", 'Timothy Zahn')",031287829X
"('Mantis', 'Richard LA Plante')",0812530195
"('Mantissa', 'John Fowles')",0586058192
"('Manufacturing Consent: The Political Economy of the Mass Media', 'Edward S. Herman')",0375714499
"('Many Lives, Many Masters', 'Brian L. Weiss')",0671657860
"('Many Stones', 'Carolyn Coman')",1886910553
"('Many Waters', ""Madeleine L'Engle"")",0440405483
"('Maps', 'Nuruddin Farah')",0330287109
"('Marathon Man', 'William Goldman')",0440155029
"('March Upcountry', 'David Weber')",0743435389
"('March to the Sea', 'David Weber')",074343580X
"('Marco Polo, If You Can', 'William F. Buckley')",0380614243
"(""Marco's Millions"", 'William Sleator')",0142302171
"('Marcovaldo', 'Italo Calvino')",2264017252
